2 5 -0.707107 size: 1
3 7 -0.707107 size: 1
2 8 1 size: 1
3 9 1 size: 1
5 2 0.707107 size: 1
7 3 0.707107 size: 1
4 4 1 size: 1
5 5 -1 size: 1
6 6 1 size: 1
7 7 -1 size: 1
5 8 0.707107 size: 1
7 9 0.707107 size: 1
8 2 1 size: 1
9 3 1 size: 1
8 5 -0.707107 size: 1
9 7 -0.707107 size: 1
