4  1  1  2  0  0  21  6
4  1  1  2  1  1  100  32
4  1  1  0  0  3  52  19
4  1  1  2  0  3  52  19
4  1  3  2  0  3  16  7
4  1  3  2  1  1  39  14
4  1  3  2  2  2  34  15
4  1  3  4  0  3  16  7
4  1  3  4  1  1  39  14
4  1  3  4  2  2  34  15
4  1  3  2  3  0  40  17
4  1  3  4  3  0  40  17
4  1  3  2  4  1  29  15
4  1  3  4  4  1  29  15
4  1  3  2  6  0  7  4
4  1  3  4  6  0  7  4
4  3  1  2  0  3  16  7
4  3  1  2  1  1  39  14
4  3  1  4  0  3  16  7
4  3  1  4  1  1  39  14
4  3  1  2  2  2  34  15
4  3  1  2  3  0  40  17
4  3  1  4  2  2  34  15
4  3  1  4  3  0  40  17
4  3  1  2  4  1  29  15
4  3  1  4  4  1  29  15
4  1  3  2  0  0  5  1
4  1  3  4  0  0  5  1
4  3  1  2  0  0  5  1
4  3  1  4  0  0  5  1
4  3  3  0  0  0  4  1
4  3  3  0  1  1  14  6
4  3  3  2  0  0  4  1
4  3  3  2  1  1  14  6
4  3  3  4  0  0  4  1
4  3  3  4  1  1  14  6
4  3  3  6  0  0  4  1
4  3  3  6  1  1  14  6
4  3  3  0  2  2  10  6
4  3  3  0  3  0  13  7
4  3  3  2  2  2  10  6
4  3  3  2  3  0  13  7
4  3  3  4  2  2  10  6
4  3  3  4  3  0  13  7
4  3  3  6  2  2  10  6
4  3  3  6  3  0  13  7
4  3  3  0  4  1  5  3
4  3  3  2  4  1  5  3
4  3  3  4  4  1  5  3
4  3  3  6  4  1  5  3
4  3  3  0  0  3  2  1
4  3  3  2  0  3  2  1
4  3  3  4  0  3  2  1
4  3  3  6  0  3  2  1
4  3  1  2  6  0  7  4
4  3  1  4  6  0  7  4
4  3  3  0  6  0  1  1
4  3  3  2  6  0  1  1
4  3  3  4  6  0  1  1
4  3  3  6  6  0  1  1
5  1  1  0  3  2  270  93
5  1  1  0  4  0  196  60
5  1  1  0  5  1  206  78
5  1  1  2  3  2  270  93
5  1  1  2  4  0  196  60
5  1  1  2  5  1  206  78
5  1  1  0  1  3  188  60
5  1  1  0  2  1  280  79
5  1  1  2  1  3  188  60
5  1  1  2  2  1  280  79
5  1  1  0  0  2  130  35
5  1  1  0  1  0  96  24
5  1  1  2  0  2  130  35
5  1  1  2  1  0  96  24
5  1  3  2  0  2  56  18
5  1  3  2  1  3  63  24
5  1  3  4  0  2  56  18
5  1  3  4  1  3  63  24
5  1  3  2  2  1  113  35
5  1  3  2  4  0  87  32
5  1  3  4  2  1  113  35
5  1  3  4  4  0  87  32
5  1  3  2  3  2  83  32
5  1  3  4  3  2  83  32
5  1  3  2  5  1  60  27
5  1  3  4  5  1  60  27
5  1  1  0  7  0  76  33
5  1  1  2  7  0  76  33
5  1  3  2  7  0  15  8
5  1  3  4  7  0  15  8
5  1  3  2  1  0  33  8
5  1  3  4  1  0  33  8
5  3  1  2  2  1  113  35
5  3  1  2  3  2  83  32
5  3  1  2  4  0  87  32
5  3  1  4  2  1  113  35
5  3  1  4  3  2  83  32
5  3  1  4  4  0  87  32
5  3  1  2  5  1  60  27
5  3  1  4  5  1  60  27
5  3  1  2  0  2  56  18
5  3  1  2  1  0  33  8
5  3  1  4  0  2  56  18
5  3  1  4  1  0  33  8
5  3  1  2  1  3  63  24
5  3  1  4  1  3  63  24
5  3  3  0  0  2  18  7
5  3  3  0  1  3  18  8
5  3  3  0  2  1  46  17
5  3  3  2  0  2  18  7
5  3  3  2  1  3  18  8
5  3  3  2  2  1  46  17
5  3  3  4  0  2  18  7
5  3  3  4  1  3  18  8
5  3  3  4  2  1  46  17
5  3  3  6  0  2  18  7
5  3  3  6  1  3  18  8
5  3  3  6  2  1  46  17
5  3  3  0  1  0  14  3
5  3  3  2  1  0  14  3
5  3  3  4  1  0  14  3
5  3  3  6  1  0  14  3
5  3  3  0  3  2  24  11
5  3  3  0  4  0  30  14
5  3  3  2  3  2  24  11
5  3  3  2  4  0  30  14
5  3  3  4  3  2  24  11
5  3  3  4  4  0  30  14
5  3  3  6  3  2  24  11
5  3  3  6  4  0  30  14
5  3  3  0  5  1  14  8
5  3  3  2  5  1  14  8
5  3  3  4  5  1  14  8
5  3  3  6  5  1  14  8
5  3  1  2  7  0  15  8
5  3  1  4  7  0  15  8
5  3  3  0  7  0  2  1
5  3  3  2  7  0  2  1
5  3  3  4  7  0  2  1
5  3  3  6  7  0  2  1
6  1  1  0  0  4  190  54
6  1  1  0  1  2  486  116
6  1  1  0  2  3  476  138
6  1  1  2  0  4  190  54
6  1  1  2  1  2  486  116
6  1  1  2  2  3  476  138
6  1  1  0  3  1  640  162
6  1  1  0  4  2  534  165
6  1  1  2  3  1  640  162
6  1  1  2  4  2  534  165
6  1  1  0  5  0  379  105
6  1  1  0  6  1  365  126
6  1  1  2  5  0  379  105
6  1  1  2  6  1  365  126
6  1  1  0  8  0  127  51
6  1  1  2  8  0  127  51
6  1  1  0  0  1  164  35
6  1  1  0  2  0  284  63
6  1  1  2  0  1  164  35
6  1  1  2  2  0  284  63
6  1  3  2  0  1  70  17
6  1  3  2  1  2  211  57
6  1  3  4  0  1  70  17
6  1  3  4  1  2  211  57
6  1  3  2  0  4  67  20
6  1  3  2  2  3  167  55
6  1  3  4  0  4  67  20
6  1  3  4  2  3  167  55
6  1  3  2  2  0  106  23
6  1  3  2  3  1  266  74
6  1  3  4  2  0  106  23
6  1  3  4  3  1  266  74
6  1  3  2  4  2  175  61
6  1  3  4  4  2  175  61
6  1  3  2  5  0  169  55
6  1  3  4  5  0  169  55
6  1  3  2  6  1  113  45
6  1  3  4  6  1  113  45
6  1  3  2  8  0  28  13
6  1  3  4  8  0  28  13
6  3  1  2  3  1  266  74
6  3  1  2  4  2  175  61
6  3  1  2  5  0  169  55
6  3  1  4  3  1  266  74
6  3  1  4  4  2  175  61
6  3  1  4  5  0  169  55
6  3  1  2  1  2  211  57
6  3  1  2  2  3  167  55
6  3  1  4  1  2  211  57
6  3  1  4  2  3  167  55
6  3  1  2  0  1  70  17
6  3  1  2  2  0  106  23
6  3  1  4  0  1  70  17
6  3  1  4  2  0  106  23
6  3  3  0  0  4  28  12
6  3  3  0  1  2  84  26
6  3  3  2  0  4  28  12
6  3  3  2  1  2  84  26
6  3  3  4  0  4  28  12
6  3  3  4  1  2  84  26
6  3  3  6  0  4  28  12
6  3  3  6  1  2  84  26
6  3  3  0  2  0  48  11
6  3  3  0  3  1  108  34
6  3  3  2  2  0  48  11
6  3  3  2  3  1  108  34
6  3  3  4  2  0  48  11
6  3  3  4  3  1  108  34
6  3  3  6  2  0  48  11
6  3  3  6  3  1  108  34
6  3  1  2  0  4  67  20
6  3  1  4  0  4  67  20
6  3  3  0  2  3  50  18
6  3  3  2  2  3  50  18
6  3  3  4  2  3  50  18
6  3  3  6  2  3  50  18
6  3  3  0  4  2  56  23
6  3  3  0  5  0  63  25
6  3  3  2  4  2  56  23
6  3  3  2  5  0  63  25
6  3  3  4  4  2  56  23
6  3  3  4  5  0  63  25
6  3  3  6  4  2  56  23
6  3  3  6  5  0  63  25
6  3  1  2  6  1  113  45
6  3  1  4  6  1  113  45
6  3  3  0  6  1  29  14
6  3  3  2  6  1  29  14
6  3  3  4  6  1  29  14
6  3  3  6  6  1  29  14
6  3  3  0  0  1  24  6
6  3  3  2  0  1  24  6
6  3  3  4  0  1  24  6
6  3  3  6  0  1  24  6
6  3  1  2  8  0  28  13
6  3  1  4  8  0  28  13
6  3  3  0  8  0  5  3
6  3  3  2  8  0  5  3
6  3  3  4  8  0  5  3
6  3  3  6  8  0  5  3
